DEPTO,DOMINIO,AREA,UPM,NO_HOGAR,FACTOR,POBREZA,TOTAL_PERS,PPB01,PPB02,PPB03,P01A01,P01A02,P01A03,P01A04,P01A05A,P01A05B,P01A05C,P01A05D,P01A05E,P01A05F,P01A06,P01B01,P01B02,P01B03,P01C01,P01C02A,P01C02B,P01C02C,P01C02D,P01C02E,P01C02F,P01C02G,P01C02H,P01C02I,P01C02J,P01C02K,P01C02L,P01C02M,P01C03A,P01C03B,P01C03C,P01C03D,P01C03E,P01C03F,P01C04,P01D01,P01D02,P01D03,P01D04,P01D05,P01D06,P01D07,P01D08,P01D09,P01D10,P01D11,P01D12,P01D13A,P01D13B,P01D14,P01D15A,P01D15B,P01D16,P01D17,P01D18,P01D19,P01D20A,P01D21A,P01D20B,P01D21B,P01D20C,P01D21C,P01D20D,P01D21D,P01D20E,P01D21E,P01D22,P01D23A,P01D23B,P01D24,P01D25,P01D26,P01D27,P01D28,P01D29,P01D30,P01D31A,P01D31B,P01D31C,P01D32,P01D33,P01D34,P01G01,P01H01,P01H02,P01H03,P01H04,P01H05,P01H06,P01H07,P01H08,P01H09,P01H10,P01H11,P01H12,P01H13,P01H14,P01H15,P01H16,P01I01A,P01I01B,P02B01,P02B02A,P02B02B,P02B02C,P02B02D,P02B02E,P02B02F,P02B02G,P02B03A,P02B03B,P02B03C,P02B04A,P02B04B,P02B04C,P02B05A,P02B05B
6,2,1,8754,3366,245,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,4,,,,,,0,,,,2,,5,4,1,2,2,,2,,1,5,2,,2,,1,2,,1,0,,,1,2,1,10,0,5,5,1,1,3,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8754,3365,245,3,4,1,1,1,1,2,2,1,1,1,1,2,1,1,4,1,1500,N/A,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,7000,4,4,0,1,1,2,2,1,47,0,0,,,,,2,,2,3,1,1,2,,2,,2,,1,180,1,80,1,1,15,1,0,,,2,,,,,,,,,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8825,3396,251,3,1,1,1,1,1,4,4,7,1,1,1,2,2,1,3,4,300,N/A,2,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,1,3,4,0,24,,,,,2,,5,1,1,2,2,,2,,1,10,2,,2,,5,,,1,4,4,24,1,1,1,0,,,,1,5,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8825,3397,251,3,2,1,1,1,1,2,2,1,1,1,1,2,2,1,4,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,4,4,0,1,1,2,1,3,4,0,10,,,,,2,,4,1,1,1,2,,2,,1,10,1,150,1,66,3,,,1,5,1,0,1,1,4,0,,,,1,2,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8825,3399,251,2,4,1,1,1,1,4,2,1,1,1,1,2,2,1,3,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1,1,1,3,8,2,1,,,,,2,,4,1,1,1,2,,2,,2,,2,,2,,1,1,20,1,2,0,10,1,2,1,5,0,30,1,1,5,1,2,2,2,2,2,1,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8825,3402,251,3,1,1,1,1,1,2,1,6,1,1,1,1,2,1,2,1,1500,N/A,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,100000,2,1,1,1,1,1,1,3,8,4,24,,,,,1,40,4,1,1,1,1,300,1,0,2,,1,0,1,66,1,1,20,1,3,1,0,2,,,,,,,,,1,2,2,1,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8825,3400,251,3,3,1,1,1,1,4,2,4,1,1,1,2,2,1,3,1,500,N/A,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,15000,3,2,1,1,1,1,1,3,0,3,12,,,,,2,,4,1,1,1,2,,2,,2,,1,100,1,80,1,1,20,1,3,2,0,1,2,1,5,0,30,1,1,5,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,3,3,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8825,3401,251,3,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,600,N/A,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,4000,1,1,0,1,1,1,1,3,4,8,0,,,,,2,,4,1,1,1,1,100,2,,2,,2,,1,80,3,,,1,4,0,12,2,,,,,,,,,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,1,1,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8825,3398,251,2,6,1,1,1,1,2,2,2,1,1,1,2,2,1,3,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,1,1,3,18,2,10,,,,,2,,5,1,1,2,2,,2,,2,,2,,1,80,3,,,1,1,3,12,1,2,4,2000,2,0,5,1,5,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8881,3440,342,1,5,1,1,1,1,4,2,4,1,1,1,2,2,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,4,1,1,1,3,5,0,24,,,,,2,,3,3,1,1,2,,2,,1,40,2,,2,,3,,,1,2,2,24,1,1,1,500,0,30,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8881,3436,342,2,2,1,1,1,1,2,2,4,1,1,1,2,2,1,2,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,3,5,0,24,,,,,2,,4,1,1,1,2,,2,,1,50,2,,1,50,2,1,40,1,2,0,24,1,2,4,500,1,0,5,2,5,3,2,1,1,2,2,2,2,1,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8881,3441,342,2,5,1,1,1,1,2,2,4,1,1,1,2,2,1,5,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,5,4,0,1,1,1,1,3,5,0,24,,,,,2,,4,1,1,1,2,,2,,1,50,1,150,2,,3,,,1,2,0,24,1,2,1,25,0,15,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8881,3435,342,2,4,1,1,1,1,4,2,4,1,1,1,2,2,1,3,1,1500,N/A,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,25000,3,2,1,5,1,1,1,3,0,0,24,,,,,2,,4,1,1,1,2,,2,,1,30,2,,1,25,5,,,1,3,2,24,1,2,1,2000,2,0,5,2,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8881,3438,342,3,1,1,1,1,1,2,2,7,2,1,1,2,2,1,2,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,3,1,4,,,,,,10,0,30,1,2,,4,3,1,1,2,,2,,1,200,2,,2,,3,,,1,0,,,2,,,,,,,,,3,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8881,3442,342,1,5,1,1,1,1,2,2,4,1,2,1,2,2,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,4,1,1,1,3,5,5,24,,,,,2,,4,3,1,2,2,,2,,1,45,2,,2,,3,,,1,3,2,24,1,2,4,2000,1,0,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8881,3443,342,1,5,1,1,1,1,2,2,4,1,2,1,2,2,1,1,3,N/A,350,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,1,1,3,2,0,24,,,,,2,,4,2,1,1,2,,2,,2,,2,,2,,3,,,1,0,,,1,2,4,200,0,15,1,2,5,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8881,3439,342,3,1,1,1,1,1,2,2,4,1,1,1,2,2,1,1,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,1,1,3,60,0,24,,,,,2,,4,1,1,1,2,,2,,1,33,2,,1,50,2,1,40,1,0,,,1,2,1,300,0,30,5,2,5,2,1,1,1,1,1,1,1,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,8881,3437,342,2,1,1,1,1,1,4,2,7,2,2,2,2,2,2,1,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,7,99,4,,,,,,500,1,0,1,2,,5,4,1,1,2,,2,,1,30,2,,2,,3,,,2,,,,2,,,,,,,,,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8905,3457,228,3,2,1,1,1,1,2,2,4,1,2,2,2,2,2,1,2,700,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,3,5,0,24,,,,,2,,4,2,1,1,2,,2,,1,120,2,,2,,1,2,,1,0,,,2,,,,,,,,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8905,3453,228,2,4,1,1,1,1,4,4,7,1,2,1,2,2,1,2,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,3,0,1,24,,,,,2,,5,5,,1,2,,2,,1,140,2,,1,60,3,,,1,0,,,1,2,5,1000,0,20,1,2,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8905,3456,228,2,2,1,1,1,1,2,2,4,1,2,1,2,2,2,2,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,1,3,5,0,24,,,,,2,,3,3,1,1,2,,2,,1,60,2,,1,60,3,,,1,3,3,24,1,2,2,1000,2,0,1,1,5,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8905,3454,228,2,5,1,1,1,1,2,2,4,1,2,2,2,2,2,2,1,1500,N/A,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,16000,2,1,0,3,1,1,1,3,5,8,8,,,,,2,,5,2,1,2,2,,2,,1,100,2,,2,,3,,,1,5,4,24,1,2,4,1000,0,15,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8905,3458,228,2,5,1,1,1,1,4,4,7,1,2,1,2,2,1,4,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,2,0,1,1,1,1,3,0,10,24,,,,,2,,5,3,1,1,2,,2,,1,50,2,,1,60,3,,,1,3,3,24,1,2,1,0,,,,2,5,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8905,3460,228,1,3,1,1,1,1,4,2,7,1,1,1,2,2,1,2,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,2,1,1,1,3,5,0,24,,,,,2,,1,2,1,2,2,,2,,2,,2,,1,60,1,2,,1,3,8,24,1,1,4,3000,1,0,1,1,5,4,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8905,3455,228,3,1,1,1,1,1,4,2,4,1,2,1,2,2,1,2,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,3,5,0,24,,,,,2,,4,3,1,1,2,,2,,1,30,2,,1,60,3,,,1,2,0,24,2,,,,,,,,,1,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8905,3452,228,1,7,1,1,1,1,5,2,7,2,2,2,2,2,2,2,4,700,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,98,,,,,,200,0,10,1,2,,1,5,,1,2,,2,,1,15,2,,2,,3,,,2,,,,1,2,4,3,3,0,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8905,3459,228,2,4,1,1,1,1,2,2,4,2,2,1,2,2,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,4,,,,,,5,0,15,1,2,,5,3,1,1,2,,2,,1,50,2,,1,110,3,,,1,3,6,24,1,2,1,50,1,0,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8983,3503,336,2,3,1,1,1,1,2,2,4,1,2,1,2,2,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,1,1,3,5,4,4,,,,,2,,5,4,1,1,2,,2,,1,50,2,,2,,3,,,1,2,2,24,1,2,4,2000,1,0,1,2,5,1,1,1,1,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8983,3501,336,3,1,1,1,1,1,2,2,7,1,2,2,2,2,2,1,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,4,1,1,1,3,5,4,5,,,,,2,,4,3,1,1,2,,2,,2,,2,,2,,3,,,2,,,,1,2,4,1000,2,0,1,2,2,1,1,1,1,1,2,1,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8983,3500,336,1,4,1,1,1,5,6,2,7,1,2,1,2,2,1,1,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,3,5,4,24,,,,,2,,3,3,1,1,2,,2,,1,15,2,,1,100,3,,,1,3,3,24,1,2,4,1500,1,30,1,2,5,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8983,3499,336,1,5,1,1,1,1,2,2,7,1,1,1,2,2,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,1,1,3,5,2,24,,,,,2,,1,3,1,1,2,,2,,1,20,2,,2,,3,,,1,2,3,24,1,2,4,1000,1,0,1,2,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8983,3498,336,1,5,1,1,1,1,5,2,7,1,2,1,2,2,1,1,4,300,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,1,1,3,5,2,24,,,,,2,,3,2,1,1,2,,2,,1,15,2,,1,50,3,,,1,2,2,24,1,2,4,2000,0,30,1,2,5,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8983,3502,336,2,5,1,1,1,1,2,2,4,2,2,2,2,2,2,3,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,0,3,1,5,,,,,,0,,,,2,,1,3,1,1,2,,2,,1,120,2,,2,,5,,,2,,,,1,2,4,10,0,10,1,2,5,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,8983,3504,336,2,4,1,1,1,1,5,2,7,2,2,1,2,2,2,1,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,6,1,4,,,,,,100,0,5,1,2,,3,5,,1,2,,2,,1,20,2,,2,,3,,,1,10,10,24,1,2,4,100,0,30,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9048,3541,215,2,3,1,1,1,1,2,2,4,1,2,1,2,2,1,2,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,2,1,1,1,3,15,0,24,,,,,2,,5,3,1,1,2,,2,,1,100,2,,2,,3,,,1,10,1,24,2,,,,,,,,,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9048,3540,215,2,4,1,1,1,1,2,2,4,1,1,1,2,2,1,3,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,1,1,1,25,0,24,,,,,2,,5,1,1,1,2,,2,,1,150,2,,2,,3,,,1,0,,,1,2,4,100,0,30,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9048,3539,215,3,4,1,1,1,1,2,2,2,1,2,1,2,2,1,4,4,800,N/A,2,,,,,,,,,,,,,,,,,,,,,4,2,0,1,1,1,1,1,10,10,24,,,,,2,,2,3,1,1,2,,2,,1,20,1,200,2,,3,,,1,3,3,24,2,,,,,,,,,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9048,3537,215,2,6,1,1,1,1,5,2,7,2,2,2,2,2,2,2,4,300,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,3,,,,,,100,0,5,1,2,,3,4,1,1,2,,2,,1,64,2,,2,,3,,,1,2,2,24,1,2,1,0,,,,2,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9048,3542,215,2,3,1,1,1,1,5,2,7,1,2,1,2,2,1,2,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,1,1,3,5,0,24,,,,,2,,5,3,1,1,2,,2,,1,50,2,,2,,3,,,1,0,,,1,2,1,300,1,0,5,2,5,1,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9048,3536,215,1,3,1,1,1,1,5,2,7,1,2,2,2,2,2,1,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,1,1,3,5,0,22,,,,,2,,5,2,1,1,2,,2,,1,40,2,,2,,3,,,2,,,,1,2,1,5000,0,30,5,1,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9048,3538,215,2,5,1,1,1,1,5,2,7,1,1,1,2,2,1,2,4,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,1,3,5,8,24,,,,,2,,3,3,1,1,2,,2,,1,100,2,,2,,3,,,1,2,1,24,1,2,1,25,0,30,5,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9048,3535,215,1,4,1,1,1,1,5,2,7,1,2,2,2,2,2,2,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,3,,,,,,100,0,20,1,2,,3,4,1,1,2,,2,,1,60,2,,2,,3,,,1,2,0,24,1,2,1,200,0,15,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,3,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9096,3571,261,2,5,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,500,N/A,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5000,2,2,0,1,1,4,,,,,,0,,,,2,,4,3,1,2,2,,2,,2,,2,,1,70,6,,,1,0,,,1,2,4,200,0,10,1,1,5,3,2,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9096,3565,261,3,3,1,1,1,1,2,2,2,1,2,1,2,2,1,2,4,700,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,1,50,2,4,,,,,2,,4,3,1,1,2,,2,,1,140,2,,1,70,3,,,1,1,1,24,1,2,4,1000,0,30,1,2,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9096,3568,261,3,3,1,1,1,1,2,2,4,1,2,1,2,2,2,2,4,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,3,50,6,18,,,,,2,,4,3,1,1,2,,2,,1,120,2,,1,70,3,,,1,2,2,24,2,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9096,3570,261,2,12,1,1,1,1,2,2,4,1,1,1,2,2,1,5,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,5,5,0,1,1,1,1,3,50,20,12,,,,,2,,4,3,1,1,2,,2,,1,100,2,,1,70,3,,,1,7,3,24,1,2,1,10,1,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9096,3566,261,3,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,1,50,3,8,,,,,2,,4,1,1,1,2,,2,,1,50,2,,1,75,3,,,1,3,3,24,1,2,1,0,,,,1,4,2,1,1,2,2,2,2,2,2,2,99,99,99,99,99,99,99,1,1,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9096,3572,261,1,3,1,1,1,1,3,2,4,2,2,1,2,2,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,5,,,,,,0,,,,2,,2,3,1,2,2,,2,,1,10,2,,2,,6,,,1,2,1,0,1,2,1,5,0,20,1,1,5,1,1,1,1,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9096,3573,261,1,9,1,1,1,1,4,2,7,2,2,1,2,2,1,1,1,300,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,4,,,,,,500,1,0,1,2,,3,4,1,2,2,,2,,1,15,2,,2,,3,,,1,3,1,0,1,2,1,100,0,30,5,2,5,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9096,3569,261,1,5,1,1,1,1,2,2,7,2,2,2,2,2,2,3,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,0,,,,2,,3,3,1,2,2,,2,,1,40,2,,1,35,3,,,1,3,1,6,1,2,1,200,0,20,5,2,5,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9096,3567,261,3,2,1,1,1,1,2,2,1,1,2,1,2,2,1,3,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,2,1,1,50,24,0,,,,,2,,4,3,1,2,2,,2,,2,,2,,1,70,5,,,1,5,0,0,1,1,1,5,0,30,1,1,5,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9135,3589,197,2,5,1,1,1,1,2,2,2,1,1,1,1,2,1,5,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,5,2,0,4,1,1,1,1,5,0,24,,,,,2,,4,1,1,1,1,209,1,0,1,5,1,0,1,0,1,1,15,1,3,1,24,1,2,1,50,0,10,98,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9135,3585,197,3,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,3,N/A,1000,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,1,10,2,24,,,,,2,,4,1,1,1,2,,2,,1,405,1,110,2,,2,1,30,1,3,0,24,2,,,,,,,,,1,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9135,3590,197,3,2,1,1,1,1,2,1,2,1,1,1,1,2,1,3,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,0,5,1,1,1,1,5,2,12,,,,,2,,4,1,1,1,1,369,1,0,1,5,1,0,1,0,2,1,30,1,3,1,24,1,2,1,15,0,5,1,1,2,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9135,3586,197,3,1,1,1,1,1,2,1,1,1,1,1,2,2,1,5,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,5,2,0,1,1,1,1,1,5,2,14,,,,,2,,4,1,1,1,2,,2,,1,70,2,,1,150,2,1,30,1,4,2,24,2,,,,,,,,,1,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,1,1,3,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9135,3587,197,2,5,1,1,1,1,2,2,4,1,1,1,2,2,1,3,3,N/A,500,2,,,,,,,,,,,,,,,,,,,,,3,1,0,3,1,1,1,1,5,3,24,,,,,2,,4,1,1,1,2,,2,,1,30,2,,2,,1,1,40,1,1,0,24,1,2,1,100,0,5,1,2,2,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9135,3588,197,2,5,1,1,1,1,4,2,2,1,1,1,2,2,1,3,3,N/A,1000,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,450,3,2,1,4,1,1,1,1,5,0,24,,,,,2,,4,1,1,1,2,,2,,1,180,2,,2,,1,1,12,1,5,1,24,1,2,1,30,0,4,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9135,3584,197,3,2,1,1,1,5,6,2,4,1,1,2,2,2,2,1,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,2,1,1,45,3,24,,,,,2,,4,1,2,1,2,,2,,1,220,2,,2,,3,,,1,2,2,24,2,,,,,,,,,4,1,1,1,1,2,1,1,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9184,3629,322,3,3,1,1,1,1,4,2,4,1,2,1,2,2,1,2,4,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,1,1,3,10,3,4,,,,,1,60,2,2,1,1,2,,2,,2,,2,,1,60,1,1,25,1,4,0,12,1,2,4,3,2,0,5,2,5,3,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
