DEPTO,DOMINIO,AREA,UPM,NO_HOGAR,FACTOR,POBREZA,EMIGRACION_ID,OCC,P01I02,P01I03,P01I04,P01I05
12,3,2,15049,6221,827,3,981,1,1,21,2023,3001
12,3,2,15214,6256,332,3,1478,1,1,25,2020,3001
12,3,2,15214,6252,332,1,1354,1,1,17,2021,3001
12,3,2,15214,6258,332,2,1485,1,1,24,2022,3001
12,2,1,15345,6292,452,3,501,68,2,20,2021,3001
12,2,1,15345,6285,452,2,482,49,1,22,2020,3001
12,2,1,15345,6285,452,2,483,50,2,24,2021,3001
12,2,1,15345,6285,452,2,484,51,1,16,2021,3001
12,2,1,15345,6285,452,2,485,52,1,18,2023,3001
13,2,1,15445,6332,555,2,1319,1,1,25,2021,3001
13,3,2,15733,6385,843,2,1279,1,1,22,2021,3001
13,3,2,15868,6414,638,1,451,18,1,17,2022,3001
13,3,2,15868,6419,638,2,1124,4,1,17,,3001
13,3,2,15868,6415,638,3,508,7,1,13,,3001
13,3,2,16006,6453,683,2,1213,2,1,23,2023,3003
13,3,2,16006,6453,683,2,1214,3,1,20,2023,3003
13,3,2,16006,6445,683,2,912,1,1,32,2018,3001
13,3,2,16006,6445,683,2,913,2,1,12,2018,3001
13,3,2,16336,6519,603,2,696,5,1,20,2023,3001
13,3,2,16336,6520,603,2,697,6,1,25,2018,3001
13,3,2,16336,6514,603,2,570,69,1,16,,3001
13,3,2,16336,6514,603,2,571,70,1,15,2023,3001
13,3,2,16336,6512,603,3,521,20,1,19,2019,3001
13,3,2,16336,6512,603,3,522,21,1,17,2020,3001
13,3,2,16336,6512,603,3,523,22,1,53,2022,3001
13,3,2,16336,6515,603,,575,74,2,22,2023,3001
13,3,2,16509,6542,432,3,1046,1,2,19,2018,3001
13,3,2,16648,6568,1291,1,656,1,1,37,2019,3001
13,2,1,16652,6574,615,2,787,8,2,17,2020,3001
13,2,1,16652,6574,615,2,788,9,1,16,2023,3001
13,2,1,16652,6577,615,2,897,1,1,32,2020,3001
13,2,1,16652,6577,615,2,898,2,1,24,2019,3001
13,2,1,16652,6579,615,1,971,1,1,17,2021,3001
13,2,1,16652,6576,615,1,802,4,1,30,2023,3001
13,2,1,16652,6573,615,2,783,4,1,16,2019,3001
13,2,1,16652,6573,615,2,784,5,2,18,2018,3001
13,2,1,16652,6572,615,2,743,1,1,24,2018,3001
13,2,1,16652,6575,615,2,801,3,2,18,2019,3001
13,3,2,16805,6611,977,1,710,1,1,20,2022,3001
13,3,2,17131,6688,1059,1,513,12,2,18,2022,3001
13,3,2,17131,6682,1059,2,509,8,2,26,2019,3001
13,3,2,17131,6682,1059,2,510,9,2,26,2022,3001
13,3,2,17131,6682,1059,2,511,10,1,19,2022,3001
13,3,2,17131,6683,1059,3,512,11,1,8,,3001
14,2,1,17349,6741,208,2,1275,1,1,15,,
14,2,1,17349,6741,208,2,1276,2,2,16,2019,
14,2,1,17349,6741,208,2,1277,3,2,15,2021,
14,3,2,17590,6806,599,1,456,23,1,19,,3001
14,3,2,17590,6806,599,1,457,24,1,18,,3001
14,3,2,17590,6806,599,1,458,25,1,17,2019,3001
14,3,2,17590,6810,599,2,619,42,1,26,2022,3001
14,3,2,17766,6862,382,2,1130,4,2,17,2019,3001
14,3,2,17766,6856,382,2,921,1,1,37,2021,3001
14,3,2,17867,6897,480,3,1484,1,1,26,2022,3001
14,3,2,18113,6969,413,1,1031,1,1,20,,3001
14,3,2,18113,6969,413,1,1032,2,1,18,2018,3001
14,2,1,18161,6987,437,2,781,2,1,15,,3001
14,2,1,18253,7004,454,2,585,8,1,29,2021,3001
14,2,1,18253,7009,454,2,676,1,1,16,2022,3001
14,3,2,18366,7051,398,2,1049,1,1,33,2022,3001
14,3,2,18366,7045,398,2,811,1,1,28,2021,3001
14,3,2,18481,7079,445,2,1166,1,1,17,2020,3001
14,3,2,18481,7081,445,2,1186,2,1,18,2023,3001
14,3,2,18596,7106,415,2,763,2,2,33,,3001
14,3,2,18596,7109,415,2,956,1,1,18,2019,3001
14,3,2,18596,7109,415,2,957,2,1,29,2020,3001
14,3,2,18707,7153,584,3,1242,3,1,18,,3001
14,3,2,18707,7153,584,3,1243,4,1,20,,3001
14,3,2,18707,7153,584,3,1244,5,1,17,2018,3001
14,3,2,18707,7153,584,3,1245,6,2,22,2023,3001
14,3,2,18707,7153,584,3,1246,7,2,6,2023,3001
14,3,2,18707,7151,584,2,1240,1,1,39,2020,3001
14,3,2,18707,7151,584,2,1241,2,1,13,2020,3001
15,2,1,18819,7191,118,3,1439,2,1,41,2022,3001
15,2,1,18859,7209,222,2,1414,1,1,19,2021,3001
15,2,1,18859,7209,222,2,1415,2,1,15,2022,3001
15,2,1,18859,7209,222,2,1416,3,1,16,2023,3001
15,2,1,18859,7212,222,3,1421,3,1,19,2020,3001
15,2,1,18859,7214,222,1,1440,3,1,25,2021,3001
15,2,1,18859,7213,222,2,1438,1,1,18,2021,3001
15,2,1,18939,7274,138,2,984,1,1,30,2019,3001
15,2,1,18939,7269,138,3,820,5,1,32,2019,3001
15,3,2,19022,7349,149,2,588,11,1,21,2023,3001
15,3,2,19022,7349,149,2,589,12,1,1,2022,3001
15,3,2,19022,7353,149,2,591,14,1,28,2020,3001
15,2,1,19076,7398,129,2,592,15,2,18,2021,3001
15,2,1,19076,7399,129,3,593,16,1,43,2021,3001
15,2,1,19076,7393,129,2,590,13,1,24,2023,3001
15,3,2,19081,7401,106,1,452,19,1,38,2019,3001
15,3,2,19081,7401,106,1,453,20,2,16,2019,3001
15,3,2,19081,7401,106,1,454,21,2,17,2022,3001
15,3,2,19081,7405,106,2,491,58,1,17,,3001
15,3,2,19120,7427,94,2,490,57,1,14,2021,3001
15,3,2,19163,7459,204,2,968,1,1,17,2022,3001
15,3,2,19163,7460,204,2,969,2,1,33,2022,3001
15,3,2,19163,7461,204,2,970,3,1,36,2022,3001
16,2,1,19454,7645,187,2,1251,12,1,34,2023,3001
16,2,1,19454,7644,187,1,1249,10,1,17,2022,3001
16,2,1,19454,7644,187,1,1250,11,1,24,2023,3001
16,3,2,19717,7706,1503,2,1498,5,1,32,2023,3001
16,3,2,19884,7752,612,2,1261,1,1,30,2023,3001
16,3,2,20965,8049,448,1,1248,9,1,25,2022,3001
16,2,1,20793,8098,435,1,640,63,1,20,2021,3001
16,2,1,20793,8102,435,2,1505,1,1,47,2021,3001
17,2,1,21327,8177,258,2,1185,1,2,25,2021,3001
17,3,2,21350,8193,449,3,946,3,1,34,2019,3001
17,3,2,21350,8194,449,2,947,4,1,15,2018,3001
17,3,2,21350,8194,449,2,948,5,1,27,2018,3001
17,3,2,21350,8191,449,3,944,1,1,31,2018,3001
17,3,2,21350,8191,449,3,945,2,1,33,2022,3002
17,3,2,21350,8187,449,3,623,46,1,23,,3001
17,3,2,21350,8187,449,3,624,47,2,18,,3001
17,3,2,21350,8187,449,3,625,48,2,20,2020,3001
17,3,2,21433,8221,667,3,1001,1,2,50,2022,3001
17,3,2,21433,8221,667,3,1002,2,2,15,2022,3001
17,3,2,21433,8217,667,3,464,31,2,23,2022,3001
17,3,2,21492,8243,382,1,639,62,1,32,2021,3001
17,3,2,21553,8258,270,2,829,3,1,15,2021,3001
17,3,2,21553,8256,270,3,827,1,2,32,,3001
17,3,2,21553,8256,270,3,828,2,2,27,2019,3001
17,3,2,21553,8251,270,3,635,58,1,38,2022,3001
17,3,2,21630,8299,319,3,1256,1,2,20,2023,3001
17,3,2,21630,8297,319,2,1219,1,1,26,2021,4023
17,3,2,21630,8301,319,3,1268,6,1,21,2021,3001
17,3,2,21630,8301,319,3,1269,7,2,20,2021,3001
17,3,2,21630,8301,319,3,1270,8,1,1,2021,3001
17,3,2,21630,8300,319,3,1263,1,1,22,2019,3001
17,3,2,21630,8300,319,3,1264,2,2,17,2020,3001
17,3,2,21630,8300,319,3,1265,3,1,22,2021,3001
17,3,2,21630,8300,319,3,1266,4,1,26,2023,3001
17,3,2,21630,8300,319,3,1267,5,1,36,2019,3001
17,3,2,21630,8302,319,3,1271,9,2,40,2018,3001
17,3,2,21630,8302,319,3,1272,10,1,14,2018,3001
17,2,1,21670,8320,129,3,437,4,1,29,2020,3001
17,3,2,21700,8336,187,3,548,47,1,34,2020,3001
17,3,2,21700,8336,187,3,549,48,1,33,2022,3001
17,3,2,21700,8341,187,3,646,69,1,23,,3001
17,3,2,21700,8341,187,3,647,70,1,31,2020,3001
17,3,2,21700,8344,187,3,910,8,2,25,2023,3001
17,3,2,21773,8376,247,3,762,1,1,17,2019,3001
17,3,2,21904,8443,126,3,1503,1,2,13,2022,3001
17,3,2,21904,8443,126,3,1504,2,2,16,2022,3001
17,3,2,21904,8437,126,3,1502,3,1,26,2019,3001
17,3,2,21904,8435,126,1,1501,2,2,26,2023,3001
17,2,1,21961,8463,253,3,1487,1,1,29,2020,3001
17,2,1,21961,8463,253,3,1488,2,1,8,2020,3001
17,2,1,22042,8495,232,3,525,24,1,97,2019,3001
17,2,1,22042,8501,232,2,911,1,2,18,2020,3005
17,2,1,22042,8499,232,3,664,2,1,17,2022,3001
17,2,1,22042,8498,232,3,663,1,1,28,2020,3001
18,2,1,22276,8673,377,3,667,2,1,36,2021,3001
18,2,1,22276,8674,377,3,668,1,2,29,2018,3001
18,2,1,22357,8731,192,3,1187,1,1,7,,3098
18,3,2,22450,8790,445,2,1509,3,1,18,2023,3001
18,2,1,22623,8925,213,3,1396,2,1,23,2022,3002
18,3,2,22759,8997,278,3,1278,1,1,24,2021,3001
18,3,2,22816,9032,296,3,436,3,1,23,2022,3001
18,3,2,22865,9062,330,3,443,10,1,18,2020,3001
18,3,2,22865,9062,330,3,444,11,1,18,2021,3001
18,3,2,22865,9062,330,3,445,12,1,25,2022,3002
19,2,1,23180,9278,139,3,701,4,1,25,2021,3001
19,2,1,23180,9278,139,3,702,5,1,30,2021,3001
19,3,2,23189,9285,131,2,963,1,1,19,,3001
19,3,2,23189,9285,131,2,964,2,1,16,2021,3001
19,3,2,23189,9288,131,2,1234,1,1,16,2021,3001
19,3,2,23189,9288,131,2,1235,2,1,28,2022,3001
19,3,2,23189,9289,131,3,1493,4,1,21,2021,3001
19,3,2,23220,9318,196,3,1052,1,1,24,2023,3001
19,3,2,23220,9320,196,3,1053,2,2,31,2021,4015
19,3,2,23305,9405,112,3,1446,3,1,26,2022,3001
19,3,2,23305,9405,112,3,1447,4,2,27,2022,3001
19,3,2,23305,9403,112,3,1380,1,1,42,2022,3002
19,3,2,23437,9531,123,3,1132,1,1,44,2021,3001
20,2,1,23470,9594,309,3,1516,1,1,30,2018,3001
20,2,1,23547,9627,167,3,465,32,1,34,2018,3001
20,2,1,23667,9692,135,2,852,2,1,17,2022,3001
20,3,2,23674,9697,267,3,632,55,1,15,2021,
20,3,2,23674,9697,267,3,633,56,2,15,2022,
20,3,2,23739,9728,207,2,1514,3,1,38,2023,3001
20,3,2,23739,9728,207,2,1515,4,1,9,2023,3001
20,3,2,23739,9727,207,2,1512,1,1,35,2018,3001
20,3,2,23739,9727,207,2,1513,2,1,8,2018,3001
20,3,2,23860,9798,238,3,851,1,2,29,2022,3001
20,2,1,23936,9843,511,3,1359,1,1,24,2022,3001
20,3,2,23955,9849,182,3,974,1,1,19,2021,3001
20,3,2,23955,9854,182,3,975,2,1,18,2019,4015
20,2,1,24010,9879,455,2,1333,1,1,27,2022,3001
20,2,1,24010,9883,455,3,1357,1,2,16,2021,3001
20,3,2,24074,9925,133,2,1360,2,1,28,2019,3001
20,3,2,24129,9951,255,3,1074,1,1,21,2021,3001
20,3,2,24129,9951,255,3,1075,2,1,22,2023,3001
21,2,1,24233,10005,269,3,1236,1,2,23,2020,3001
21,2,1,24277,10041,176,3,1237,2,1,15,2018,3001
21,2,1,24277,10041,176,3,1238,3,2,17,2022,3001
21,2,1,24277,10033,176,3,566,65,1,16,2022,3001
21,2,1,24277,10038,176,2,677,1,1,29,2023,3001
21,2,1,24292,10048,164,3,470,37,1,22,2022,3001
21,2,1,24292,10048,164,3,471,38,1,20,2022,3001
21,2,1,24373,10104,281,2,1382,1,1,24,2020,3001
21,2,1,24373,10104,281,2,1383,2,1,25,2023,3001
21,2,1,24373,10110,281,2,1463,2,2,27,2020,3001
21,3,2,24506,10204,356,2,1254,1,1,19,2022,
21,3,2,24547,10233,321,3,864,2,1,30,2022,3001
21,3,2,24547,10233,321,3,865,3,1,25,2022,3001
21,3,2,24547,10233,321,3,866,4,1,23,2023,3001
21,3,2,24547,10233,321,3,867,5,1,22,2023,3001
21,3,2,24614,10288,202,2,440,7,1,26,2023,3001
21,3,2,24686,10345,183,3,518,17,1,20,2020,
21,2,1,24703,10360,225,2,460,27,2,14,2022,3001
22,2,1,24846,10451,421,2,1309,1,1,16,2023,3001
22,2,1,24846,10452,421,3,1328,2,1,16,2021,3001
22,2,1,24896,10481,251,3,1168,1,1,35,,3001
22,2,1,24896,10481,251,3,1169,2,1,19,2023,3001
22,2,1,24949,10500,401,3,1313,2,1,24,,3001
22,2,1,24949,10500,401,3,1314,3,1,17,2019,3001
22,2,1,24949,10506,401,2,1462,1,1,36,2018,3001
22,2,1,25142,10619,160,1,1077,2,1,30,,3001
22,2,1,25142,10619,160,1,1078,3,2,35,,4015
22,2,1,25142,10616,160,2,936,12,1,45,2020,3001
22,2,1,25142,10618,160,2,1013,1,1,20,2022,3001
22,2,1,25142,10618,160,2,1014,2,2,23,2022,3001
22,2,1,25211,10651,616,2,481,48,2,37,2021,3001
22,3,2,25415,10780,458,3,733,2,2,24,,3001
22,3,2,25468,10812,176,2,928,4,1,17,,3001
